Weight,HDon,HAcc,XlogP,TPSA,Polariz,Dipole,LogS,2DACorr_Ident_1,2DACorr_Ident_2,2DACorr_Ident_3,2DACorr_Ident_4,2DACorr_Ident_5,2DACorr_Ident_6,2DACorr_Ident_7,2DACorr_Ident_8,2DACorr_Ident_9,2DACorr_Ident_10,2DACorr_Ident_11,2DACorr_SigChg_1,2DACorr_SigChg_2,2DACorr_SigChg_3,2DACorr_SigChg_4,2DACorr_SigChg_5,2DACorr_SigChg_6,2DACorr_SigChg_7,2DACorr_SigChg_8,2DACorr_SigChg_9,2DACorr_SigChg_10,2DACorr_SigChg_11,2DACorr_PiChg_1,2DACorr_PiChg_2,2DACorr_PiChg_3,2DACorr_PiChg_4,2DACorr_PiChg_5,2DACorr_PiChg_6,2DACorr_PiChg_7,2DACorr_PiChg_8,2DACorr_PiChg_9,2DACorr_PiChg_10,2DACorr_PiChg_11,2DACorr_TotChg_1,2DACorr_TotChg_2,2DACorr_TotChg_3,2DACorr_TotChg_4,2DACorr_TotChg_5,2DACorr_TotChg_6,2DACorr_TotChg_7,2DACorr_TotChg_8,2DACorr_TotChg_9,2DACorr_TotChg_10,2DACorr_TotChg_11,2DACorr_SigEN_1,2DACorr_SigEN_2,2DACorr_SigEN_3,2DACorr_SigEN_4,2DACorr_SigEN_5,2DACorr_SigEN_6,2DACorr_SigEN_7,2DACorr_SigEN_8,2DACorr_SigEN_9,2DACorr_SigEN_10,2DACorr_SigEN_11,2DACorr_PiEN_1,2DACorr_PiEN_2,2DACorr_PiEN_3,2DACorr_PiEN_4,2DACorr_PiEN_5,2DACorr_PiEN_6,2DACorr_PiEN_7,2DACorr_PiEN_8,2DACorr_PiEN_9,2DACorr_PiEN_10,2DACorr_PiEN_11,2DACorr_LpEN_1,2DACorr_LpEN_2,2DACorr_LpEN_3,2DACorr_LpEN_4,2DACorr_LpEN_5,2DACorr_LpEN_6,2DACorr_LpEN_7,2DACorr_LpEN_8,2DACorr_LpEN_9,2DACorr_LpEN_10,2DACorr_LpEN_11,2DACorr_Polariz_1,2DACorr_Polariz_2,2DACorr_Polariz_3,2DACorr_Polariz_4,2DACorr_Polariz_5,2DACorr_Polariz_6,2DACorr_Polariz_7,2DACorr_Polariz_8,2DACorr_Polariz_9,2DACorr_Polariz_10,2DACorr_Polariz_11,CTAB_NAME,Name_of_compounds,@recordNo
142.156,2,4,-1.55265,63.4,14.136,5.03161,0.283703,10,10,13,9,7,6,0,0,0,0,0,0.401185,-0.239819,0.0566726,0.17849,-0.187927,0.155388,0,0,0,0,0,0.130881,-0.0226793,-0.0319075,0.000485941,-0.033533,0.0221933,0,0,0,0,0,0.731317,-0.403246,0.074915,0.182409,-0.380744,0.324405,0,0,0,0,0,1027.88,952.259,1195.17,880.065,741.799,651.47,0,0,0,0,0,239.858,155.265,91.1535,92.1697,127.82,91.4484,0,0,0,0,0,52.2452,0,25.0018,29.6034,0,21.5035,0,0,0,0,0,429.392,469.416,586.871,372.47,252.822,168.76,0,0,0,0,0,2666,piracetam,@60
196.676,1,2,2.29562,15.27,21.756,1.85949,-2.74522,13,14,18,16,12,10,6,2,0,0,0,0.211579,-0.0415622,0.00336586,0.0849239,0.042268,0.0115952,-0.0096268,0.0492981,0,0,0,0.0133507,-0.000880102,-0.00282681,-0.000533609,-0.00243485,-1.73445e-16,1.3985e-16,-3.7577e-17,0,0,0,0.184501,-0.0516975,0.0468622,0.0484396,0.0260797,0.03954,-0.0116792,0.0562566,0,0,0,993.147,1054.94,1357.77,1210.12,908.602,750.043,464.168,162.562,0,0,0,232.57,234.875,281.836,207.004,83.0863,16.4391,17.7432,17.8156,0,0,0,45.4567,0,0,5.93579,20.1875,0,0,8.47621,0,0,0,895.165,1007.47,1291.37,1139.99,800.57,599.821,321.135,95,0,0,0,129,mCPP,@61
198.653,1,4,1.08126,41.05,20.338,1.33298,-1.86443,13,14,18,16,12,10,6,2,0,0,0,0.349262,-0.155965,-0.0382359,0.186909,-0.0469801,0.0405804,0.0207242,0.0103166,0,0,0,0.040516,-0.00989039,-0.0211247,0.00899137,0.00176575,-7.08762e-16,-2.43394e-16,1.10625e-16,0,0,0,0.478683,-0.244855,-0.0740663,0.233599,-0.0812115,0.0811497,0.0341075,0.0039149,0,0,0,1148.41,1229.18,1590.76,1415.56,1039.36,841.539,507.65,172.541,0,0,0,318.004,315.119,387.879,279.671,89.8236,21.013,22.2881,18.5675,0,0,0,55.9505,0,17.7383,28.2268,21.5887,2.96342,3.08327,8.81331,0,0,0,792.004,890.282,1140.05,1008.06,712.241,538.683,290.855,86.8309,0,0,0,130,MK-212,@62
179.302,2,1,3.46096,26.02,21.823,0.704776,-3.34548,13,15,27,21,15,0,0,0,0,0,0,0.120334,0.00411445,0.0577488,0.0398299,0.0970774,0,0,0,0,0,0,6.39543e-29,-2.45559e-29,1.92751e-29,-1.84843e-29,-1.52596e-30,0,0,0,0,0,0,0.120334,0.00411445,0.0577488,0.0398299,0.0970774,0,0,0,0,0,0,774.604,900.494,1600.28,1258.94,883.417,0,0,0,0,0,0,2.23966,0,0,0,0,0,0,0,0,0,0,2.23966,0,0,0,0,0,0,0,0,0,0,1074.03,1349.82,2220.32,1775.15,976.127,0,0,0,0,0,0,633,Memantine,@63
287.213,4,9,-1.6316,136.38,26.322,5.72469,-0.332377,19,20,29,25,22,19,14,15,13,8,6,1.16063,-0.761399,0.138673,0.4707,-0.0718986,-0.0157379,0.250681,-0.163935,0.347425,-0.515342,0.534623,0.269429,-0.0544577,-0.0959146,0.0681651,-0.0525072,0.0414135,-0.0211165,-0.0949408,0.103079,-0.0439379,0.0155023,1.7703,-1.23148,0.2835,0.622824,-0.306684,0.276298,0.00732078,-0.619,1.04885,-0.904872,0.732202,1928.91,2042.45,2894.68,2388.42,2033.44,1728.15,1374.31,1580.48,1476.18,913.095,649.285,572.022,541.632,674.525,507.806,257.841,91.9282,199.16,436.063,496.043,342.002,227.299,86.6253,0,59.5153,59.7789,22.5289,10.2788,34.9403,18.7106,33.1254,0,60.2984,1122.33,1301.62,1807.83,1587.65,1315.93,1016.1,773.475,712.45,552.431,303.911,181.719,2323,Tenofovir,@64
319.872,1,3,4.28452,28.16,38.266,5.21694,-4.53153,22,23,30,31,27,23,21,17,15,15,14,0.287198,-0.0572354,0.0836078,-0.018789,0.132987,0.0653786,0.0512728,0.041646,-0.014602,0.0938804,-0.0286776,0.0529653,-0.0204552,0.023566,-0.0164623,-0.015082,0.00149604,0.000454823,-4.26765e-16,-9.79986e-16,8.69272e-16,-1.25912e-15,0.374512,-0.147788,0.184649,-0.124657,0.202202,0.0101507,0.0333663,0.067437,-0.0554706,0.164267,-0.042322,1635,1726.05,2266.77,2313.5,1980.16,1664.82,1488.64,1197.09,1104.5,1085.62,1009.87,398.087,429.611,582.886,554.606,348.865,165.318,63.9944,17.3042,29.4012,30.3658,9.44,48.7167,0,0,0,13.1673,6.43922,20.8367,0,0,2.36489,0,1758.15,1993.66,2631.3,2615.9,2140.27,1784.98,1530.2,1228.03,1098.5,1027.77,862.159,661,Chloroquine,@65
151.249,2,1,2.23565,26.02,18.153,0.707579,-2.42099,11,13,21,15,6,0,0,0,0,0,0,0.115964,0.00417584,0.049304,0.0441318,0.0480358,0,0,0,0,0,0,4.48676e-29,-1.52887e-29,2.73682e-29,-1.97232e-30,-2.4061e-29,0,0,0,0,0,0,0.115964,0.00417584,0.049304,0.0441318,0.0480358,0,0,0,0,0,0,658.824,779.066,1250.46,900.214,361.214,0,0,0,0,0,0,2.23937,0,0,0,0,0,0,0,0,0,0,2.23937,0,0,0,0,0,0,0,0,0,0,797.738,983.089,1507.36,1093.84,367.229,0,0,0,0,0,0,630,Amantadine,@66
249.264,1,3,4.2766,46.26,30.803,4.53096,-4.62487,19,22,33,33,27,20,17,11,6,2,0,0.479543,-0.238263,0.089692,-0.0282606,0.142727,-0.148007,0.212746,-0.0446322,0.00801192,0.0437481,0,0.0538968,-0.0208682,0.0111015,-0.0197947,-0.010478,0.0152142,-0.00056907,0.000430407,-0.0016398,-0.000344792,0,0.535945,-0.36592,0.273754,-0.160679,0.256219,-0.217483,0.199678,-0.020275,0.00214565,0.0421201,0,1623.31,1895.73,2822.14,2775.43,2272.27,1695.17,1443.28,895.032,483.013,168.54,0,578.039,650.35,942.334,903.047,681.914,557.237,431.075,318.117,173.448,73.8376,0,38.8879,0,7.06474,0,6.75285,0,18.1082,0,0,0,0,2019.16,2485.02,3746.72,3641.57,2797.83,2007.31,1494.79,815.773,372.654,89.5576,0,2357,"4-methyl[1]benzofuro[3,2-g]quinolin-2-ol",@67
227.283,1,2,3.20673,29.1,25.962,3.13185,-3.96095,16,18,25,28,22,16,8,3,0,0,0,0.236246,-0.122487,0.0413175,0.0168979,0.0595793,0.0368318,0.0341874,0.0103136,0,0,0,0.0822978,-0.00659138,-0.0338786,-0.00803839,0.00396906,-0.000449911,0.00377181,6.85198e-05,0,0,0,0.386661,-0.179992,0.0703002,-0.102368,0.0939869,0.0470373,0.0610181,0.0114507,0,0,0,1384.29,1518.19,2121.19,2442.93,1954.24,1315.05,596.715,205.039,0,0,0,534.546,583.171,809.165,932.777,751.907,533.034,257.718,93.2434,0,0,0,65.0175,0,15.165,27.5679,17.1815,0,0,0,0,0,0,1517.37,1798.29,2504.39,2757,1913.42,1281.98,560.084,192.914,0,0,0,3253,DBTO,@68
353.868,1,5,3.04698,46.09,36.426,3.47904,-4.12104,23,26,33,33,29,25,21,21,18,13,12,0.598687,-0.377494,0.488111,-0.144713,0.0187848,0.0737873,0.170202,-0.149733,0.255685,-0.0959908,0.0978074,0.125842,-0.0294754,-0.0329075,-0.00510602,0.00759588,-0.00421059,0.00361333,-0.00243045,-3.09333e-16,-1.30183e-17,1.70979e-17,0.830083,-0.567017,0.630429,-0.229165,0.0896665,0.00181868,0.218877,-0.245859,0.325455,-0.096107,0.0947836,1897.19,2118.74,2747.91,2733.97,2386.16,2159.55,1836.63,1771.18,1443.84,1003.49,867.766,428.309,373.382,511.424,395.552,368.368,398.815,299.982,169.724,72.8127,22.3972,7.16099,114.593,0,55.8984,0,35.6922,73.8461,42.5215,25.9764,26.844,10.3715,7.16099,1756.48,2051.74,2678.59,2673.5,2240.91,1887.54,1624.58,1511.98,1224.68,876.026,747.722,2359,"6-(((6-chloro-4H-1,3-benzodioxin-8-yl)methyl)thio)-3-(cyclopropylmethyl)-1,2,3,4-tetrahydro-1,3,5-triazine ",@69
181.211,2,5,-1.17508,83.47,16.423,0.808613,-0.17255,11,10,13,8,7,6,5,6,0,0,0,0.455819,-0.293782,0.181126,-0.00932949,-0.0679474,0.238069,-0.216678,0.18181,0,0,0,0.345839,-0.197866,0.0249469,-4.25717e-16,0.0442296,0.00202337,-0.136736,0.0904826,0,0,0,1.30587,-0.962843,0.415379,0.0086607,-0.110402,0.394287,-0.688012,0.531175,0,0,0,1343.6,1152.05,1495.58,747.766,696.921,680.057,704.675,854.934,0,0,0,468.53,377.714,190.503,0,55.9941,179.066,249.679,169.614,0,0,0,262.725,164.643,60.0731,0,55.9941,48.8957,41.6377,36.3592,0,0,0,497.86,496.419,578.034,383.968,319.257,255.599,187.306,166.211,0,0,0,3262,Acamprosate,@70
357.428,1,6,2.47203,71.53,38.219,4.50404,-4.04901,25,27,36,33,27,26,24,21,19,17,14,0.661531,-0.403794,0.256183,0.0119345,-0.0206705,0.149238,0.015233,-0.0137854,0.0852174,0.0700128,-0.0445997,0.188095,-0.0230607,-0.0604712,-0.0489283,0.0430177,-0.0114843,-0.00895294,0.0282825,-0.00843844,-0.00304678,0.00762213,1.11882,-0.604666,0.347103,-0.298048,0.0874954,0.214518,-0.0296325,0.0443639,0.0183651,0.170841,-0.0662942,2300.5,2406.71,3174.49,2879.23,2328.08,2237,2141.67,1877.03,1657.92,1430.86,1191.7,740.668,680.188,771.724,567.265,432.925,565.798,637.743,614.484,513.444,311.485,173.64,118.5,0,89.314,35.0353,9.82388,6.81826,0,24.7984,37.8572,13.2134,21.86,1720.17,1954.36,2553.05,2270.08,1845.74,1764.27,1594.85,1403.21,1273.87,1141.87,977.625,7826,Rosiglitazone,@71
158.155,3,5,-2.55812,83.63,14.773,3.76542,0.975257,11,11,15,11,9,7,2,0,0,0,0,0.554322,-0.264427,0.0146532,0.176784,-0.103671,-0.00521286,0.214356,0,0,0,0,0.130353,-0.0225278,-0.0318089,0.000423945,-0.033367,0.0221033,1.06409e-16,0,0,0,0,0.884083,-0.422134,0.055797,0.0759595,-0.205087,0.108212,0.254854,0,0,0,0,1143.07,1061.73,1389.29,1101.16,971.407,783.222,210.661,0,0,0,0,250.807,155.313,91.3403,127.562,153.375,113.059,38.6925,0,0,0,0,63.1935,0,25.0695,43.5045,10.0468,21.5635,23.1981,0,0,0,0,469.797,522.948,679.88,461.067,319.581,207.016,44.1249,0,0,0,0,2668,oxiracetam,@72
156.265,1,1,3.16284,20.23,18.987,1.45932,-2.51108,11,11,15,14,10,3,2,0,0,0,0,0.169121,-0.0135807,0.0209037,0.0455062,0.0991774,0.00717384,0.00741661,0,0,0,0,3.07508e-29,3.34084e-30,5.02781e-30,8.67415e-31,-8.75778e-30,1.06528e-29,6.13948e-30,0,0,0,0,0.169121,-0.0135807,0.0209037,0.0455062,0.0991774,0.00717384,0.00741661,0,0,0,0,680.299,677.503,922.49,874.47,625.415,169.654,110.215,0,0,0,0,10.7258,0,0,0,0,0,0,0,0,0,0,10.7258,0,0,0,0,0,0,0,0,0,0,638.422,703.737,909.332,790.256,466.033,153.379,74.865,0,0,0,0,607,"(+) isomenthol",@73
156.265,1,1,3.16284,20.23,18.987,1.44543,-2.51108,11,11,15,14,10,3,2,0,0,0,0,0.169121,-0.0135807,0.0209037,0.0455062,0.0991774,0.00717384,0.00741661,0,0,0,0,3.07508e-29,3.34084e-30,5.02781e-30,8.67415e-31,-8.75778e-30,1.06528e-29,6.13948e-30,0,0,0,0,0.169121,-0.0135807,0.0209037,0.0455062,0.0991774,0.00717384,0.00741661,0,0,0,0,680.299,677.503,922.49,874.47,625.415,169.654,110.215,0,0,0,0,10.7258,0,0,0,0,0,0,0,0,0,0,10.7258,0,0,0,0,0,0,0,0,0,0,638.422,703.737,909.332,790.256,466.033,153.379,74.865,0,0,0,0,605,"(+) Neomenthol",@74
156.265,1,1,3.16284,20.23,18.987,1.44543,-2.51108,11,11,15,14,10,3,2,0,0,0,0,0.169121,-0.0135807,0.0209037,0.0455062,0.0991774,0.00717384,0.00741661,0,0,0,0,3.07508e-29,3.34084e-30,5.02781e-30,8.67415e-31,-8.75778e-30,1.06528e-29,6.13948e-30,0,0,0,0,0.169121,-0.0135807,0.0209037,0.0455062,0.0991774,0.00717384,0.00741661,0,0,0,0,680.299,677.503,922.49,874.47,625.415,169.654,110.215,0,0,0,0,10.7258,0,0,0,0,0,0,0,0,0,0,10.7258,0,0,0,0,0,0,0,0,0,0,638.422,703.737,909.332,790.256,466.033,153.379,74.865,0,0,0,0,606,"(-) Neomenthol",@75
243.301,1,3,2.72901,38.33,29.079,3.36562,-3.18456,18,19,25,25,21,18,16,13,9,5,2,0.366516,-0.16574,0.110767,0.0331976,0.0263731,0.0624152,0.00937803,0.136916,-0.0979419,0.118113,-0.0152272,0.0696639,-0.0120045,-0.0220085,-0.000848415,-0.000561215,-0.00429892,-0.0020014,0.0157374,-0.00465946,-0.00418703,1.23597e-16,0.512625,-0.263833,0.144414,0.0229548,0.0199972,0.0572307,-0.00943756,0.143368,-0.142703,0.200732,-0.0275277,1483.74,1529.02,1947.45,1872.83,1590.02,1419.65,1319.83,1138.86,843.481,493.182,182.916,473.415,456.695,535.645,468.086,342.438,320.302,300.557,288.088,211.351,93.4319,0,44.3408,0,12.37,0,0,0,0,17.5472,0,13.0458,0,1394.39,1607.33,2169.27,2138.85,1638.12,1261.3,943.902,675.92,410.654,182.059,49.4454,3250,Agomelatine,@76
156.265,1,1,3.16284,20.23,18.987,1.46005,-2.51108,11,11,15,14,10,3,2,0,0,0,0,0.169121,-0.0135807,0.0209037,0.0455062,0.0991774,0.00717384,0.00741661,0,0,0,0,3.07508e-29,3.34084e-30,5.02781e-30,8.67415e-31,-8.75778e-30,1.06528e-29,6.13948e-30,0,0,0,0,0.169121,-0.0135807,0.0209037,0.0455062,0.0991774,0.00717384,0.00741661,0,0,0,0,680.299,677.503,922.49,874.47,625.415,169.654,110.215,0,0,0,0,10.7258,0,0,0,0,0,0,0,0,0,0,10.7258,0,0,0,0,0,0,0,0,0,0,638.422,703.737,909.332,790.256,466.033,153.379,74.865,0,0,0,0,603,"(+) Menthol",@77
156.265,1,1,3.16284,20.23,18.987,1.46005,-2.51108,11,11,15,14,10,3,2,0,0,0,0,0.169121,-0.0135807,0.0209037,0.0455062,0.0991774,0.00717384,0.00741661,0,0,0,0,3.07508e-29,3.34084e-30,5.02781e-30,8.67415e-31,-8.75778e-30,1.06528e-29,6.13948e-30,0,0,0,0,0.169121,-0.0135807,0.0209037,0.0455062,0.0991774,0.00717384,0.00741661,0,0,0,0,680.299,677.503,922.49,874.47,625.415,169.654,110.215,0,0,0,0,10.7258,0,0,0,0,0,0,0,0,0,0,10.7258,0,0,0,0,0,0,0,0,0,0,638.422,703.737,909.332,790.256,466.033,153.379,74.865,0,0,0,0,604,"(-) Menthol",@78
328.381,1,4,4.28781,45.06,37.303,2.68281,-4.65824,24,25,32,31,27,27,28,30,28,22,14,0.443767,-0.0611785,-0.0683526,0.110134,0.0723697,0.100071,0.0392583,-0.0406906,0.114617,0.116515,0.0873303,0.0285055,-0.0149645,0.00896833,-0.0117775,0.00753424,-0.00640155,0.00990138,-0.00886937,-0.0026455,0.00332324,0.000297068,0.434892,-0.0752249,-0.0332429,0.0558426,0.156563,0.0711428,0.0670795,-0.0801879,0.182261,0.0610022,0.0951076,2008.1,2071.02,2629.13,2638.91,2389.7,2322.44,2302.01,2396.34,2223.56,1747.4,1075.84,674.577,678.182,864.874,909.863,772.003,703.348,617.777,576.472,485.885,315.492,163.486,86.2155,16.1624,0,9.61357,18.0207,28.7442,0,0,19.5654,24.5483,20.5109,1634.44,1823.96,2319.14,2268.52,1957.39,1935.55,1942.25,1899.1,1587.4,1100.43,642.874,126,SR46349B,@79
167.205,3,3,0.512881,52.49,18.564,2.87623,-0.92749,12,12,15,14,11,8,4,2,0,0,0,0.419226,-0.0751518,-0.0246937,0.177249,-0.00228928,0.137393,0.130845,0.00480516,0,0,0,0.0034473,-0.000462737,-0.000417719,-0.000308337,-0.000534857,6.46922e-18,3.33116e-18,-2.91783e-18,0,0,0,0.401802,-0.0850974,-0.00760168,0.188881,0.00454772,0.124745,0.126729,0.00466629,0,0,0,921.221,916.734,1143.29,1075.36,850.122,611.412,295.492,145.927,0,0,0,240.63,222.374,273.474,215.365,90.5925,57.3685,18.5395,0,0,0,0,30.8288,0,0,5.1797,0,13.8448,6.49303,0,0,0,0,642.539,700.569,862.138,759.722,523.864,338.76,154.976,62.6169,0,0,0,1329,(-)-phenylephrine,@80
279.848,0,1,5.12733,3.24,33.124,1.28897,-4.83938,19,20,27,29,31,29,18,10,5,2,0,0.138095,0.00168286,0.0236218,0.0754415,0.115071,0.0512768,0.00518049,0.0522291,-0.00148069,0.0149432,0,0.000335486,-5.47895e-05,-0.000114709,5.31196e-05,-5.13643e-05,-9.6737e-17,9.78535e-18,1.49599e-16,-1.04745e-16,-2.75542e-17,0,0.134973,0.00316927,0.0258661,0.0746075,0.114106,0.056651,0.0056912,0.0482424,-0.00193833,0.0131318,0,1285.66,1347.33,1812.89,1920.66,1984.91,1851.04,1231.23,732.257,398.318,163.465,0,225.481,220.165,253.302,170.018,51.9941,18.3286,9.20359,9.91324,0,0,0,31.5502,0,0,0,0,0,0,8.87053,0,0,0,1535.61,1807.78,2429.3,2557.49,2396.67,1933.75,1152.21,593.951,256.912,80.9738,0,540,Sibutramine,@81
238.285,2,3,2.30101,44.89,29.497,1.91758,-3.55106,18,20,29,26,21,20,19,12,5,1,0,0.3345,-0.141438,0.0991502,0.0120828,-0.107813,0.209649,0.0589872,0.0402991,0.00575273,0.00140579,0,0.182803,-0.0137871,-0.0602396,-0.0185078,0.0156321,-0.0082281,-0.00936791,0.00273895,0.000357833,-2.07268e-17,0,0.408242,-0.181991,0.108372,-0.0437431,-0.00954747,0.122453,0.0892371,0.0431461,0.0117421,0.00153585,0,1502.24,1648.57,2367.36,2140.16,1788.22,1732.15,1536.08,876.742,336.771,64.1366,0,483.33,521.901,723.751,658.409,543.905,496.535,373.504,161.572,59.2054,0,0,43.7707,0,14.1719,0,0,25.5759,0,0,0,0,0,1611.55,1921.77,2761.01,2369.15,1858.71,1678.9,1446.89,814.991,308.907,51.7099,0,5051,SU5416,@82
309.381,0,3,3.4612,18.84,35.606,4.98415,-4.53678,23,26,37,41,36,37,32,23,14,5,2,0.313531,-0.116757,0.056156,0.0614692,0.0749085,0.0332518,0.0602513,0.0370594,0.0131388,0.0665029,0.00193785,0.0837165,-0.0240416,0.00906094,-0.0189658,-0.00359483,-0.00167927,-0.0038623,0.000772928,0.000451716,2.89046e-16,-1.00062e-16,0.462657,-0.251205,0.170532,-0.0670372,0.13412,0.0720345,0.0284152,0.0592288,-0.00562075,0.0708139,0.00207401,1809.64,2033.34,2893.15,3249.46,2851.88,2821.01,2411.06,1769.09,1089.4,383.962,162.499,525.578,559.683,747.759,797.026,685.229,551.971,363.549,201.58,99.0738,19.0809,0,45.3129,0,4.9468,6.90549,5.81101,1.97621,20.3055,0,0,8.11189,0,2012.8,2415.28,3473.51,3977.17,3356.17,3123.04,2345.43,1464.46,754.309,243.92,73.4877,112,Fluperlapine,@83
555.238,1,5,6.42721,49.64,52.545,4.11002,-8.0399,30,33,47,49,48,49,51,46,36,32,22,0.420131,-0.0855585,-0.183291,0.163039,0.157925,-0.0422481,-0.0217742,0.168274,-0.0129568,0.0591889,0.0617753,0.283882,-0.0491794,-0.0976823,0.038285,-0.0605909,0.0270377,0.00590704,-0.0056291,0.00252779,-0.00409046,0.00133523,0.68218,-0.235889,-0.275167,0.393505,0.0419746,-0.135391,0.0487868,0.219601,-0.0465576,0.073559,0.0500145,2637.14,2851.78,4109.11,4402.11,4400.79,4313.69,4449.26,3998.95,2997.14,2598.28,1632.26,743.68,782.605,1126,1141.56,1103.9,1072.84,1105.57,995.657,585.232,355.958,101.423,146.618,28.0512,12.4336,42.7093,74.4077,32.8342,27.0056,50.9541,20.5164,103.517,38.2612,3176.48,3772.02,5389.17,5558.85,5339.76,5320.34,5080.46,4301.27,3246.06,2564.95,1685.69,3190,"AM 251",@84
390.518,2,4,6.09296,73.12,46.518,1.54983,-6.36377,29,30,40,43,41,38,34,34,33,22,20,0.466455,-0.134432,0.0583906,-0.0407279,0.200437,0.123401,0.00310815,-0.252513,0.459269,0.0193709,0.0514559,0.266381,-0.127631,0.0767504,-0.130855,0.081907,-0.0387006,0.032028,-0.00555876,-0.0230875,0.00250261,-0.00114157,0.972842,-0.413801,0.272383,-0.541213,0.511373,-0.0286153,0.150533,-0.510615,0.70394,0.033714,0.0632881,2370.39,2380.04,3132.69,3455.85,3297.29,3016.73,2866.81,3064.83,2894.93,1679.39,1455.13,705.361,682.883,820.288,720.235,484.457,513.317,495.747,515.294,518.649,427.334,401.245,45.7701,0,11.3942,0,13.7949,0,0,0,37.287,0,0,2164.01,2452.5,3242.49,3366.76,3044.97,2742.95,2331.14,2179.09,1947.43,1535.86,1439.57,5052,SU1498,@85
670.841,6,11,3.76247,166.75,75.552,3.4987,-6.93547,49,53,75,77,78,84,89,91,95,93,88,1.1894,-0.539045,-0.00414338,0.673361,-0.253582,0.105935,0.630813,0.276811,-0.0109794,0.583558,0.432474,0.265859,-0.0455497,-0.0812996,0.0298662,-0.0546427,-0.00776684,0.0330094,0.0115473,-0.0387311,0.0333615,0.00831552,1.9056,-0.880721,-0.0655137,0.808566,-0.695943,0.146492,0.886902,0.22836,-0.223728,0.867386,0.504016,4116.83,4279.86,5952.88,6332.46,6734.37,7275.53,7460.37,7497.24,7797.38,7699.2,7293.15,1037.9,919.407,1004.32,982.675,961.036,1098.84,1016.88,973.713,1180.82,1322.15,1178.84,122.273,0,50.6485,74.3247,35.7556,84.1946,78.4985,49.3635,34.0364,46.0502,32.2425,3855.84,4502.27,6234.17,6508.12,6307.22,6596.75,6839.96,6943.47,7028.4,6785.1,6280.7,2103,"Saquinavir mesylate",@86
269.338,2,3,2.90675,43.7,31.12,2.45952,-3.52561,20,22,31,35,30,30,24,13,4,1,0,0.445445,-0.0684857,-0.0766105,0.232163,0.0796842,-0.0359452,0.279805,0.0779262,0.0624897,0.0232791,0,0.00395034,0.000649639,-0.00107976,-0.000612398,-0.00082304,-0.000125073,-9.25292e-05,3.00589e-05,5.11255e-05,2.68064e-05,0,0.396752,-0.0615101,-0.05796,0.234648,0.10528,-0.0275734,0.259015,0.0701935,0.0556856,0.0208725,0,1497.16,1638.93,2286.38,2555.77,2191.9,2216.22,1814.38,1004.36,330.741,82.8385,0,456.978,442.328,543.19,518.756,353.12,380.86,387.078,270.103,140.751,36.4739,0,37.6531,0,0,17.4627,0,0,13.8034,0,0,0,0,1624.42,1922.84,2712.04,3077.67,2489.65,2176,1496.43,695.373,188.696,40.1446,0,1328,"SKF 75670",@87
463.787,1,5,5.98493,49.64,49.445,4.06789,-7.63814,30,33,47,49,48,49,51,46,36,32,22,0.436547,-0.0989212,-0.184663,0.17136,0.158103,-0.0599816,0.00448691,0.170796,-0.0807381,0.0989258,0.0704269,0.284214,-0.0492929,-0.0979829,0.0390784,-0.0625895,0.0281827,0.00721383,-0.00592807,0.00237595,-0.00500631,0.00161126,0.695999,-0.248711,-0.275011,0.400679,0.0472154,-0.140789,0.041442,0.238224,-0.11728,0.121947,0.0553681,2680.22,2883.43,4147.96,4434.77,4422.8,4345.6,4504.41,4080.66,3071.9,2687.86,1677.24,755.652,788.399,1137.98,1154,1109.85,1078.35,1114.81,1015.41,604.106,389.541,112.103,153.663,28.0434,12.4338,42.6918,74.3861,32.8283,29.5035,52.2877,20.5164,112.77,40.9347,2933.14,3508.71,5051.29,5246.27,5054.43,4964.41,4668.36,3882.92,2909.84,2279.37,1502.04,3251,Rimonabant,@88
219.323,1,2,2.64391,23.47,26.328,1.64844,-2.68151,16,17,22,21,18,16,12,8,4,2,0,0.268545,-0.0329691,0.0441445,0.0812654,0.0497618,0.00826643,0.149944,0.00107439,0.015458,0.0264194,0,0.00354656,-0.000632919,-0.000286829,-0.000290593,-0.000562939,-7.39186e-17,-1.05542e-16,7.88686e-17,7.70911e-17,1.37409e-17,0,0.251318,-0.0422174,0.0654695,0.0748852,0.066069,-0.00176226,0.147958,0.00259481,0.0132589,0.0257225,0,1104.87,1175.31,1515.36,1432.09,1216.01,1086.04,832.457,557.981,273.762,137.336,0,229.949,222.346,254.801,174.909,53.6851,19.0843,19.8313,0,0,0,0,20.1361,0,0,0,0,0,6.95018,0,0,0,0,1069.39,1209.26,1575.16,1489.94,1191.8,987.251,680.488,398.484,170.803,67.8791,0,685,(R)-(+)-3-(3-Hydroxyphenyl)-N-propylpiperidine,@89
